년월,시군구별,연료별,승용,승합,화물,특수,계
2019-11-01,용산구,엘피지,686,18,74,,778
2019-11-01,용산구,전기,306,1,,,307
2019-11-01,용산구,전기,1,,1,,2
2019-11-01,용산구,하이브리드(LPG+전기),31,,,,31
2019-11-01,용산구,하이브리드(경유+전기),1,,,,1
2019-11-01,용산구,하이브리드(휘발유+전기),2164,,,,2164
2019-11-01,용산구,하이브리드(휘발유+전기),12,,,,12
2019-11-01,용산구,휘발유,21769,20,46,,21835
2019-11-01,용산구,휘발유,40,4,,,44
2019-11-01,용산구,휘발유(무연),20977,27,16,,21020
2019-11-01,용산구,휘발유(무연),197,,,,197
2019-11-01,용산구,휘발유(유연),22,,,,22
2019-11-01,성동구,CNG,17,4,16,,37
2019-11-01,성동구,CNG,,455,,,455
2019-11-01,성동구,경유,25279,2111,8301,82,35773
2019-11-01,성동구,경유,1061,2184,1388,99,4732
2019-11-01,성동구,기타연료,2,68,94,1,165
2019-11-01,성동구,기타연료,1,,5,,6
2019-11-01,성동구,수소,13,,,,13
2019-11-01,성동구,엘피지,4167,455,754,,5376
2019-11-01,성동구,엘피지,2921,28,244,,3193
2019-11-01,성동구,전기,275,,5,,280
2019-11-01,성동구,전기,295,,,,295
2019-11-01,성동구,하이브리드(LPG+전기),55,,,,55
2019-11-01,성동구,하이브리드(LPG+전기),18,,,,18
2019-11-01,성동구,하이브리드(경유+전기),2,,,,2
2019-11-01,성동구,하이브리드(휘발유+전기),2741,,,,2741
2019-11-01,성동구,하이브리드(휘발유+전기),38,,,,38
2019-11-01,성동구,휘발유,21950,8,33,,21991
2019-11-01,성동구,휘발유,260,4,,,264
2019-11-01,성동구,휘발유(무연),28017,16,9,,28042
2019-11-01,성동구,휘발유(무연),2840,,,,2840
2019-11-01,성동구,휘발유(유연),37,,,,37
2019-11-01,광진구,CNG,12,1,13,,26
2019-11-01,광진구,CNG,,41,,,41
2019-11-01,광진구,경유,23361,2372,9942,34,35709
2019-11-01,광진구,경유,568,289,1283,178,2318
2019-11-01,광진구,기타연료,,40,88,,128
2019-11-01,광진구,기타연료,,,4,,4
2019-11-01,광진구,수소,12,,,,12
2019-11-01,광진구,수소,1,,,,1
2019-11-01,광진구,엘피지,4613,507,712,1,5833
2019-11-01,광진구,엘피지,2251,6,252,60,2569
2019-11-01,광진구,전기,174,,,,174
2019-11-01,광진구,전기,8,,,,8
2019-11-01,광진구,하이브리드(LPG+전기),60,,,,60
2019-11-01,광진구,하이브리드(경유+전기),2,,,,2
2019-11-01,광진구,하이브리드(휘발유+전기),2326,,,,2326
2019-11-01,광진구,하이브리드(휘발유+전기),27,,,,27
2019-11-01,광진구,휘발유,20580,6,27,,20613
2019-11-01,광진구,휘발유,263,1,,,264
2019-11-01,광진구,휘발유(무연),28650,23,26,,28699
2019-11-01,광진구,휘발유(무연),402,,,,402
2019-11-01,광진구,휘발유(유연),39,,,,39
2019-11-01,동대문구,CNG,9,2,16,,27
2019-11-01,동대문구,CNG,,21,,,21
2019-11-01,동대문구,경유,23318,2930,9614,83,35945
2019-11-01,동대문구,경유,263,92,1804,91,2250
2019-11-01,동대문구,기타연료,3,37,114,3,157
2019-11-01,동대문구,기타연료,,,7,,7
2019-11-01,동대문구,수소,6,,,,6
2019-11-01,동대문구,엘피지,5216,561,962,2,6741
2019-11-01,동대문구,엘피지,2194,5,324,,2523
2019-11-01,동대문구,전기,171,,1,,172
2019-11-01,동대문구,전기,11,,1,,12
2019-11-01,동대문구,하이브리드(LPG+전기),59,,,,59
2019-11-01,동대문구,하이브리드(휘발유+전기),1998,,,,1998
2019-11-01,동대문구,하이브리드(휘발유+전기),47,,,,47
2019-11-01,동대문구,휘발유,19323,8,42,,19373
2019-11-01,동대문구,휘발유,151,,,,151
2019-11-01,동대문구,휘발유(무연),28205,27,25,,28257
2019-11-01,동대문구,휘발유(무연),173,,,,173
2019-11-01,동대문구,휘발유(유연),34,,,,34
2019-11-01,중랑구,CNG,20,2,11,,33
2019-11-01,중랑구,CNG,,360,,,360
2019-11-01,중랑구,경유,26230,3307,11248,107,40892
2019-11-01,중랑구,경유,207,184,2323,312,3026
2019-11-01,중랑구,기타연료,2,46,89,5,142
2019-11-01,중랑구,기타연료,,,17,,17
2019-11-01,중랑구,수소,6,,,,6
2019-11-01,중랑구,엘피지,7004,730,1046,,8780
2019-11-01,중랑구,엘피지,5330,26,357,,5713
2019-11-01,중랑구,전기,174,,,,174
2019-11-01,중랑구,전기,25,,,,25
2019-11-01,중랑구,하이브리드(LPG+전기),56,,,,56
2019-11-01,중랑구,하이브리드(경유+전기),1,,,,1
2019-11-01,중랑구,하이브리드(휘발유+전기),1892,,,,1892
2019-11-01,중랑구,하이브리드(휘발유+전기),12,,,,12
2019-11-01,중랑구,휘발유,19305,12,36,,19353
2019-11-01,중랑구,휘발유,23,,,,23
2019-11-01,중랑구,휘발유(무연),31727,15,29,1,31772
2019-11-01,중랑구,휘발유(무연),411,,,,411
2019-11-01,중랑구,휘발유(유연),29,,,,29
2019-11-01,성북구,CNG,16,3,8,,27
2019-11-01,성북구,CNG,,757,,,757
2019-11-01,성북구,경유,29525,3219,8348,75,41167
2019-11-01,성북구,경유,51,381,1365,105,1902
2019-11-01,성북구,기타연료,2,42,133,3,180
2019-11-01,성북구,기타연료,,,4,,4
2019-11-01,성북구,수소,11,,,,11
2019-11-01,성북구,엘피지,6245,597,795,,7637
2019-11-01,성북구,엘피지,2413,2,296,,2711
2019-11-01,성북구,전기,233,,1,,234
2019-11-01,성북구,전기,49,24,,,73
2019-11-01,성북구,하이브리드(CNG+전기),,3,,,3
2019-11-01,성북구,하이브리드(LPG+전기),62,,,,62
2019-11-01,성북구,하이브리드(경유+전기),2,,,,2
2019-11-01,성북구,하이브리드(휘발유+전기),2868,,,,2868
2019-11-01,성북구,휘발유,24836,15,40,,24891
2019-11-01,성북구,휘발유,4,,,,4
2019-11-01,성북구,휘발유(무연),36712,21,17,,36750
2019-11-01,성북구,휘발유(무연),39,,,,39
2019-11-01,성북구,휘발유(유연),36,,,,36
2019-11-01,강북구,CNG,13,1,8,,22
2019-11-01,강북구,CNG,,676,1,,677
2019-11-01,강북구,경유,18024,2465,7041,55,27585
2019-11-01,강북구,경유,30,43,1045,105,1223
2019-11-01,강북구,기타연료,1,18,63,1,83
2019-11-01,강북구,기타연료,,,1,,1
2019-11-01,강북구,수소,2,,,,2
2019-11-01,강북구,엘피지,5086,574,712,,6372
2019-11-01,강북구,엘피지,2367,3,215,,2585
2019-11-01,강북구,전기,119,,,,119
2019-11-01,강북구,전기,27,,1,,28
2019-11-01,강북구,하이브리드(LPG+전기),52,,,,52
2019-11-01,강북구,하이브리드(LPG+전기),1,,,,1
2019-11-01,강북구,하이브리드(경유+전기),2,,,,2
2019-11-01,강북구,하이브리드(휘발유+전기),1345,,,,1345
2019-11-01,강북구,휘발유,13581,11,24,1,13617
2019-11-01,강북구,휘발유,4,,,,4
2019-11-01,강북구,휘발유(무연),22646,17,10,,22673
2019-11-01,강북구,휘발유(무연),51,,,,51
2019-11-01,강북구,휘발유(유연),23,,,,23
2019-11-01,도봉구,CNG,16,2,6,,24
2019-11-01,도봉구,CNG,,340,,,340
2019-11-01,도봉구,경유,22154,2646,8115,81,32996
2019-11-01,도봉구,경유,66,65,1541,155,1827
2019-11-01,도봉구,기타연료,1,53,84,,138
2019-11-01,도봉구,기타연료,,,8,,8
2019-11-01,도봉구,수소,9,,,,9
2019-11-01,도봉구,엘피지,6041,563,749,1,7354
2019-11-01,도봉구,엘피지,4775,13,301,,5089
2019-11-01,도봉구,전기,146,,,,146
2019-11-01,도봉구,전기,50,,,,50
2019-11-01,도봉구,하이브리드(CNG+전기),,8,,,8
2019-11-01,도봉구,하이브리드(LPG+전기),67,,,,67
2019-11-01,도봉구,하이브리드(경유+전기),2,,,,2
2019-11-01,도봉구,하이브리드(휘발유+전기),1770,,,,1770
2019-11-01,도봉구,하이브리드(휘발유+전기),5,,,,5
2019-11-01,도봉구,휘발유,17553,10,27,,17590
2019-11-01,도봉구,휘발유,53,,,,53
2019-11-01,도봉구,휘발유(무연),28919,14,18,,28951
2019-11-01,도봉구,휘발유(무연),63,,,,63
2019-11-01,도봉구,휘발유(유연),35,,,,35
2019-11-01,노원구,CNG,28,4,6,,38
2019-11-01,노원구,CNG,,591,,,591
2019-11-01,노원구,경유,35659,3717,10028,79,49483
2019-11-01,노원구,경유,122,296,1713,266,2397
2019-11-01,노원구,기타연료,2,64,141,2,209
2019-11-01,노원구,기타연료,,,14,,14
2019-11-01,노원구,수소,8,,,,8
2019-11-01,노원구,엘피지,10146,712,935,1,11794
2019-11-01,노원구,엘피지,5764,6,339,,6109
2019-11-01,노원구,전기,231,1,,,232
2019-11-01,노원구,전기,20,,,,20
2019-11-01,노원구,하이브리드(CNG+전기),,31,,,31
2019-11-01,노원구,하이브리드(LPG+전기),105,,,,105
2019-11-01,노원구,하이브리드(경유+전기),3,,,,3
2019-11-01,노원구,하이브리드(휘발유+전기),3413,,,,3413
2019-11-01,노원구,하이브리드(휘발유+전기),2,,,,2
2019-11-01,노원구,휘발유,29363,7,41,,29411
2019-11-01,노원구,휘발유,39,,,,39
2019-11-01,노원구,휘발유(무연),47911,24,16,,47951
2019-11-01,노원구,휘발유(무연),198,,,,198
2019-11-01,노원구,휘발유(유연),54,,,,54
2019-11-01,은평구,CNG,14,2,12,,28
2019-11-01,은평구,CNG,2,714,,,716
2019-11-01,은평구,경유,29996,3462,10092,86,43636
2019-11-01,은평구,경유,62,57,1668,194,1981
2019-11-01,은평구,기타연료,2,48,117,5,172
2019-11-01,은평구,기타연료,,,1,,1
2019-11-01,은평구,수소,26,,,,26
2019-11-01,은평구,수소,5,,,,5
2019-11-01,은평구,엘피지,7645,739,873,,9257
2019-11-01,은평구,엘피지,4015,7,247,,4269
2019-11-01,은평구,전기,212,,,1,213
2019-11-01,은평구,전기,27,,,,27
2019-11-01,은평구,하이브리드(CNG+전기),,1,,,1
2019-11-01,은평구,하이브리드(LPG+전기),112,,,,112
2019-11-01,은평구,하이브리드(경유+전기),3,,,,3
2019-11-01,은평구,하이브리드(휘발유+전기),2903,,,,2903
2019-11-01,은평구,하이브리드(휘발유+전기),2,,,,2
2019-11-01,은평구,휘발유,26065,13,41,,26119
2019-11-01,은평구,휘발유,6,,1,,7
2019-11-01,은평구,휘발유(무연),40361,22,27,,40410
2019-11-01,은평구,휘발유(무연),79,,,,79
2019-11-01,은평구,휘발유(유연),40,,,,40
2019-11-01,서대문구,CNG,9,11,13,,33
2019-11-01,서대문구,CNG,2,281,,,283
2019-11-01,서대문구,경유,19837,2381,5927,75,28220
2019-11-01,서대문구,경유,271,175,1685,232,2363
2019-11-01,서대문구,기타연료,2,44,69,1,116
2019-11-01,서대문구,기타연료,,,44,,44
2019-11-01,서대문구,수소,25,,,,25
2019-11-01,서대문구,엘피지,4303,367,532,,5202
2019-11-01,서대문구,엘피지,2861,9,123,,2993
2019-11-01,서대문구,전기,181,,,,181
2019-11-01,서대문구,전기,15,,,,15
2019-11-01,서대문구,하이브리드(CNG+전기),,2,,,2
2019-11-01,서대문구,하이브리드(LPG+전기),54,,,,54
2019-11-01,서대문구,하이브리드(경유+전기),3,,,,3
2019-11-01,서대문구,하이브리드(휘발유+전기),2236,,,,2236
2019-11-01,서대문구,하이브리드(휘발유+전기),6,,,,6
2019-11-01,서대문구,휘발유,18523,13,30,,18566
2019-11-01,서대문구,휘발유,23,2,,,25
2019-11-01,서대문구,휘발유(무연),26392,11,23,,26426
2019-11-01,서대문구,휘발유(무연),344,,,,344
2019-11-01,서대문구,휘발유(유연),34,,,,34
2019-11-01,마포구,CNG,26,1,26,,53
2019-11-01,마포구,CNG,,290,1,,291
2019-11-01,마포구,경유,27438,2737,8890,123,39188
2019-11-01,마포구,경유,682,438,1925,127,3172
2019-11-01,마포구,기타연료,2,52,129,7,190
2019-11-01,마포구,기타연료,,,50,,50
2019-11-01,마포구,수소,27,,,,27
2019-11-01,마포구,엘피지,4797,579,811,,6187
2019-11-01,마포구,엘피지,2547,2,144,,2693
2019-11-01,마포구,전기,325,,,,325
2019-11-01,마포구,전기,14,,,,14
2019-11-01,마포구,하이브리드(LPG+전기),63,,,,63
2019-11-01,마포구,하이브리드(경유+전기),2,,,,2
2019-11-01,마포구,하이브리드(휘발유+전기),3264,,,,3264
2019-11-01,마포구,하이브리드(휘발유+전기),18,,,,18
2019-11-01,마포구,휘발유,26725,20,62,2,26809
2019-11-01,마포구,휘발유,70,,,,70
2019-11-01,마포구,휘발유(무연),34695,23,39,,34757
2019-11-01,마포구,휘발유(무연),727,,,,727
2019-11-01,마포구,휘발유(유연),32,,,,32
2019-11-01,양천구,CNG,19,2,18,,39
2019-11-01,양천구,CNG,,648,,,648
2019-11-01,양천구,경유,34191,3401,11388,156,49136
2019-11-01,양천구,경유,63,138,2575,411,3187
2019-11-01,양천구,기타연료,2,52,146,3,203
2019-11-01,양천구,기타연료,,,47,,47
2019-11-01,양천구,수소,19,,,,19
2019-11-01,양천구,수소,1,,,,1
2019-11-01,양천구,엘피지,8029,714,937,1,9681
2019-11-01,양천구,엘피지,4472,6,212,,4690
2019-11-01,양천구,전기,256,,1,,257
2019-11-01,양천구,전기,41,1,1,,43
2019-11-01,양천구,하이브리드(LPG+전기),92,,,,92
2019-11-01,양천구,하이브리드(LPG+전기),3,,,,3
2019-11-01,양천구,하이브리드(경유+전기),2,,,,2
2019-11-01,양천구,하이브리드(휘발유+전기),3715,,,,3715
2019-11-01,양천구,하이브리드(휘발유+전기),2,,,,2
2019-11-01,양천구,휘발유,32781,15,38,,32834
2019-11-01,양천구,휘발유,10,,,,10
2019-11-01,양천구,휘발유(무연),44920,21,37,,44978
2019-11-01,양천구,휘발유(무연),101,,,,101
2019-11-01,양천구,휘발유(유연),39,,,,39
2019-11-01,강서구,CNG,35,8,13,,56
2019-11-01,강서구,CNG,2,392,,,394
2019-11-01,강서구,경유,45680,4793,15857,166,66496
2019-11-01,강서구,경유,975,1059,3283,249,5566
2019-11-01,강서구,기타연료,4,70,189,3,266
2019-11-01,강서구,기타연료,,,27,,27
2019-11-01,강서구,수소,20,,,,20
2019-11-01,강서구,엘피지,11492,963,1345,,13800
2019-11-01,강서구,엘피지,7993,26,297,,8316
2019-11-01,강서구,전기,292,,,,292
2019-11-01,강서구,전기,115,,1,,116
2019-11-01,강서구,하이브리드(LPG+전기),108,,,,108
2019-11-01,강서구,하이브리드(LPG+전기),1,,,,1
2019-11-01,강서구,하이브리드(경유+전기),3,,,,3
2019-11-01,강서구,하이브리드(휘발유+전기),4703,,,,4703
2019-11-01,강서구,하이브리드(휘발유+전기),3276,,,,3276
2019-11-01,강서구,휘발유,39694,23,56,,39773
2019-11-01,강서구,휘발유,137,2,,,139
2019-11-01,강서구,휘발유(무연),59651,30,40,1,59722
2019-11-01,강서구,휘발유(무연),729,1,,,730
2019-11-01,강서구,휘발유(유연),75,,,,75
2019-11-01,구로구,CNG,29,3,9,,41
2019-11-01,구로구,CNG,1,346,,,347
2019-11-01,구로구,경유,33548,4731,13614,168,52061
2019-11-01,구로구,경유,1527,338,2472,189,4526
2019-11-01,구로구,기타연료,,46,163,4,213
2019-11-01,구로구,기타연료,,,29,,29
2019-11-01,구로구,수소,22,,,,22
2019-11-01,구로구,엘피지,7569,627,897,1,9094
2019-11-01,구로구,엘피지,5524,7,263,,5794
2019-11-01,구로구,전기,205,,1,,206
2019-11-01,구로구,전기,55,,1,,56
2019-11-01,구로구,하이브리드(LPG+전기),103,,,,103
2019-11-01,구로구,하이브리드(LPG+전기),3,,,,3
2019-11-01,구로구,하이브리드(휘발유+전기),2972,,,,2972
2019-11-01,구로구,하이브리드(휘발유+전기),131,,,,131
2019-11-01,구로구,휘발유,25491,14,44,,25549
2019-11-01,구로구,휘발유,257,,,,257
2019-11-01,구로구,휘발유(무연),40234,19,28,,40281
2019-11-01,구로구,휘발유(무연),2713,,,,2713
2019-11-01,구로구,휘발유(유연),40,,,,40
2019-11-01,구로구,휘발유(유연),3,,,,3
2019-11-01,금천구,CNG,18,2,4,,24
2019-11-01,금천구,CNG,,395,,,395
2019-11-01,금천구,경유,21129,3202,10140,71,34542
2019-11-01,금천구,경유,231,92,2145,85,2553
2019-11-01,금천구,기타연료,1,27,73,2,103
2019-11-01,금천구,기타연료,,,36,,36
2019-11-01,금천구,수소,11,,,,11
2019-11-01,금천구,수소,1,,,,1
2019-11-01,금천구,엘피지,4213,452,675,1,5341
2019-11-01,금천구,엘피지,2461,3,176,,2640
2019-11-01,금천구,전기,151,,6,,157
2019-11-01,금천구,전기,73,,1,,74
2019-11-01,금천구,하이브리드(LPG+전기),61,,,,61
2019-11-01,금천구,하이브리드(LPG+전기),5,,,,5
2019-11-01,금천구,하이브리드(경유+전기),1,1,,,2
2019-11-01,금천구,하이브리드(휘발유+전기),1659,,,,1659
2019-11-01,금천구,하이브리드(휘발유+전기),24,,,,24
2019-11-01,금천구,휘발유,14366,10,38,1,14415
2019-11-01,금천구,휘발유,19,,,,19
2019-11-01,금천구,휘발유(무연),24984,8,15,,25007
2019-11-01,금천구,휘발유(무연),232,,,,232
2019-11-01,금천구,휘발유(유연),37,,,,37
2019-11-01,금천구,휘발유(유연),1,,,,1
2019-11-01,영등포구,CNG,11,3,23,,37
2019-11-01,영등포구,CNG,1,75,,,76
2019-11-01,영등포구,경유,32474,4228,13663,565,50930
2019-11-01,영등포구,경유,541,155,3757,617,5070
2019-11-01,영등포구,기타연료,4,48,134,3,189
2019-11-01,영등포구,기타연료,,,208,2,210
2019-11-01,영등포구,수소,22,,,,22
2019-11-01,영등포구,수소,1,,,,1
2019-11-01,영등포구,엘피지,5893,540,950,6,7389
2019-11-01,영등포구,엘피지,2581,1,271,,2853
2019-11-01,영등포구,전기,454,,119,,573
2019-11-01,영등포구,전기,393,,,,393
2019-11-01,영등포구,하이브리드(LPG+전기),76,,,,76
2019-11-01,영등포구,하이브리드(LPG+전기),28,,,,28
2019-11-01,영등포구,하이브리드(경유+전기),4,,,,4
2019-11-01,영등포구,하이브리드(휘발유+전기),3656,,,,3656
2019-11-01,영등포구,하이브리드(휘발유+전기),197,,,,197
2019-11-01,영등포구,휘발유,28846,18,58,,28922
2019-11-01,영등포구,휘발유,41,,,,41
2019-11-01,영등포구,휘발유(무연),40271,21,40,,40332
2019-11-01,영등포구,휘발유(무연),737,,,,737
2019-11-01,영등포구,휘발유(유연),60,,,,60
2019-11-01,동작구,CNG,16,,4,,20
2019-11-01,동작구,CNG,,53,,,53
2019-11-01,동작구,경유,25146,2514,6805,94,34559
2019-11-01,동작구,경유,14,82,1010,277,1383
2019-11-01,동작구,기타연료,2,34,68,2,106
2019-11-01,동작구,기타연료,,,5,,5
2019-11-01,동작구,수소,10,,,,10
2019-11-01,동작구,엘피지,5584,475,635,1,6695
2019-11-01,동작구,엘피지,1113,,135,,1248
2019-11-01,동작구,전기,239,,2,,241
2019-11-01,동작구,전기,15,,,,15
2019-11-01,동작구,하이브리드(LPG+전기),70,,,,70
2019-11-01,동작구,하이브리드(LPG+전기),1,,,,1
2019-11-01,동작구,하이브리드(경유+전기),2,,,,2
2019-11-01,동작구,하이브리드(휘발유+전기),3098,,,,3098
2019-11-01,동작구,하이브리드(휘발유+전기),1,,,,1
2019-11-01,동작구,휘발유,24209,14,24,1,24248
2019-11-01,동작구,휘발유(무연),33787,12,21,,33820
2019-11-01,동작구,휘발유(무연),12,,,,12
2019-11-01,동작구,휘발유(유연),37,,,,37
2019-11-01,관악구,CNG,17,10,9,1,37
2019-11-01,관악구,CNG,3,238,,,241
2019-11-01,관악구,경유,28393,3582,9262,92,41329
2019-11-01,관악구,경유,175,48,1747,176,2146
2019-11-01,관악구,기타연료,,28,96,1,125
2019-11-01,관악구,기타연료,,,11,,11
2019-11-01,관악구,수소,7,,,,7
2019-11-01,관악구,엘피지,7083,638,904,1,8626
2019-11-01,관악구,엘피지,2836,1,263,,3100
2019-11-01,관악구,전기,209,,1,,210
2019-11-01,관악구,전기,22,3,,,25
2019-11-01,관악구,하이브리드(LPG+전기),110,,,,110
2019-11-01,관악구,하이브리드(경유+전기),2,,,,2
2019-11-01,관악구,하이브리드(휘발유+전기),2896,,,,2896
2019-11-01,관악구,하이브리드(휘발유+전기),11,,,,11
2019-11-01,관악구,휘발유,23781,13,34,,23828
2019-11-01,관악구,휘발유,10,,,,10
2019-11-01,관악구,휘발유(무연),37353,15,29,,37397
2019-11-01,관악구,휘발유(무연),164,,,,164
2019-11-01,관악구,휘발유(유연),50,,,,50
2019-11-01,서초구,CNG,27,4,31,1,63
2019-11-01,서초구,CNG,,487,,,487
2019-11-01,서초구,경유,38553,3343,10738,169,52803
2019-11-01,서초구,경유,2257,284,4770,161,7472
2019-11-01,서초구,기타연료,6,84,193,17,300
