년월,시군구별,연료별,승용,승합,화물,특수,계
2019-03-01,강동구,기타연료,,,45,,45
2019-03-01,강동구,수소,3,,,,3
2019-03-01,강동구,엘피지,7769,781,1057,,9607
2019-03-01,강동구,엘피지,5156,5,284,,5445
2019-03-01,강동구,전기,169,,,,169
2019-03-01,강동구,전기,10,10,,,20
2019-03-01,강동구,하이브리드(CNG+전기),,2,,,2
2019-03-01,강동구,하이브리드(LPG+전기),76,,,,76
2019-03-01,강동구,하이브리드(경유+전기),1,,,,1
2019-03-01,강동구,하이브리드(휘발유+전기),2977,,,,2977
2019-03-01,강동구,하이브리드(휘발유+전기),19,,,,19
2019-03-01,강동구,휘발유,27525,20,46,,27591
2019-03-01,강동구,휘발유,43,,,,43
2019-03-01,강동구,휘발유(무연),39069,18,33,,39120
2019-03-01,강동구,휘발유(무연),221,,,,221
2019-03-01,강동구,휘발유(유연),49,,,,49
2019-04-01,종로구,CNG,7,2,16,,25
2019-04-01,종로구,CNG,,91,,,91
2019-04-01,종로구,경유,10878,3210,3978,118,18184
2019-04-01,종로구,경유,59,227,601,56,943
2019-04-01,종로구,기타연료,2,27,51,8,88
2019-04-01,종로구,기타연료,,,93,,93
2019-04-01,종로구,수소,10,,,,10
2019-04-01,종로구,엘피지,1690,231,340,,2261
2019-04-01,종로구,엘피지,224,,116,,340
2019-04-01,종로구,전기,140,,4,,144
2019-04-01,종로구,하이브리드(LPG+전기),40,,,,40
2019-04-01,종로구,하이브리드(경유+전기),2,,,,2
2019-04-01,종로구,하이브리드(휘발유+전기),1311,,,,1311
2019-04-01,종로구,하이브리드(휘발유+전기),9,,,,9
2019-04-01,종로구,휘발유,11429,40,51,1,11521
2019-04-01,종로구,휘발유,5,,,,5
2019-04-01,종로구,휘발유(무연),14880,27,15,1,14923
2019-04-01,종로구,휘발유(무연),186,,,,186
2019-04-01,종로구,휘발유(유연),10,,,,10
2019-04-01,중구,CNG,7,2,11,,20
2019-04-01,중구,CNG,1,14,,,15
2019-04-01,중구,경유,11839,2635,4848,82,19404
2019-04-01,중구,경유,666,275,1549,122,2612
2019-04-01,중구,기타연료,4,27,81,17,129
2019-04-01,중구,기타연료,,,149,,149
2019-04-01,중구,수소,4,,,,4
2019-04-01,중구,엘피지,1427,328,430,,2185
2019-04-01,중구,엘피지,873,6,58,,937
2019-04-01,중구,전기,193,2,2,,197
2019-04-01,중구,전기,37,,,,37
2019-04-01,중구,하이브리드(LPG+전기),27,,,,27
2019-04-01,중구,하이브리드(경유+전기),3,,,,3
2019-04-01,중구,하이브리드(휘발유+전기),1119,,,,1119
2019-04-01,중구,하이브리드(휘발유+전기),205,,,,205
2019-04-01,중구,휘발유,11190,16,19,,11225
2019-04-01,중구,휘발유,186,3,,,189
2019-04-01,중구,휘발유(무연),12574,14,28,,12616
2019-04-01,중구,휘발유(무연),614,,,,614
2019-04-01,중구,휘발유(유연),16,,,,16
2019-04-01,용산구,CNG,2,1,23,1,27
2019-04-01,용산구,CNG,,3,,,3
2019-04-01,용산구,경유,18411,1974,5313,82,25780
2019-04-01,용산구,경유,55,62,1012,44,1173
2019-04-01,용산구,기타연료,194,29,87,7,317
2019-04-01,용산구,기타연료,,,3,,3
2019-04-01,용산구,수소,2,,,,2
2019-04-01,용산구,엘피지,2556,378,462,,3396
2019-04-01,용산구,엘피지,709,19,76,,804
2019-04-01,용산구,전기,213,,1,,214
2019-04-01,용산구,하이브리드(LPG+전기),31,,,,31
2019-04-01,용산구,하이브리드(경유+전기),1,,,,1
2019-04-01,용산구,하이브리드(휘발유+전기),1953,,,,1953
2019-04-01,용산구,하이브리드(휘발유+전기),1,,,,1
2019-04-01,용산구,휘발유,21939,21,45,,22005
2019-04-01,용산구,휘발유,25,5,,,30
2019-04-01,용산구,휘발유(무연),21188,29,20,,21237
2019-04-01,용산구,휘발유(무연),140,,,,140
2019-04-01,용산구,휘발유(유연),23,,,,23
2019-04-01,성동구,CNG,17,4,16,,37
2019-04-01,성동구,CNG,,454,,,454
2019-04-01,성동구,경유,25664,2320,8589,70,36643
2019-04-01,성동구,경유,977,1198,1349,108,3632
2019-04-01,성동구,기타연료,2,63,85,2,152
2019-04-01,성동구,기타연료,,,7,,7
2019-04-01,성동구,수소,5,,,,5
2019-04-01,성동구,엘피지,4359,507,796,,5662
2019-04-01,성동구,엘피지,2981,26,256,,3263
2019-04-01,성동구,전기,209,,2,,211
2019-04-01,성동구,전기,284,,,,284
2019-04-01,성동구,하이브리드(LPG+전기),53,,,,53
2019-04-01,성동구,하이브리드(LPG+전기),6,,,,6
2019-04-01,성동구,하이브리드(휘발유+전기),2447,,,,2447
2019-04-01,성동구,하이브리드(휘발유+전기),19,,,,19
2019-04-01,성동구,휘발유,22102,7,29,,22138
2019-04-01,성동구,휘발유,362,3,,,365
2019-04-01,성동구,휘발유(무연),27625,18,7,,27650
2019-04-01,성동구,휘발유(무연),2352,,,,2352
2019-04-01,성동구,휘발유(유연),41,,,,41
2019-04-01,광진구,CNG,15,1,13,,29
2019-04-01,광진구,CNG,,43,,,43
2019-04-01,광진구,경유,23758,2474,10010,46,36288
2019-04-01,광진구,경유,401,288,1290,178,2157
2019-04-01,광진구,기타연료,,38,95,,133
2019-04-01,광진구,기타연료,,,4,,4
2019-04-01,광진구,수소,1,,,,1
2019-04-01,광진구,수소,1,,,,1
2019-04-01,광진구,엘피지,4737,561,761,1,6060
2019-04-01,광진구,엘피지,2358,3,247,60,2668
2019-04-01,광진구,전기,135,,,,135
2019-04-01,광진구,전기,3,,,,3
2019-04-01,광진구,하이브리드(LPG+전기),59,,,,59
2019-04-01,광진구,하이브리드(휘발유+전기),2145,,,,2145
2019-04-01,광진구,하이브리드(휘발유+전기),16,,,,16
2019-04-01,광진구,휘발유,20803,9,23,,20835
2019-04-01,광진구,휘발유,236,1,,,237
2019-04-01,광진구,휘발유(무연),28486,23,24,,28533
2019-04-01,광진구,휘발유(무연),372,,,,372
2019-04-01,광진구,휘발유(유연),41,,,,41
2019-04-01,동대문구,CNG,13,2,17,,32
2019-04-01,동대문구,CNG,,21,,,21
2019-04-01,동대문구,경유,23620,3004,9642,70,36336
2019-04-01,동대문구,경유,238,118,1807,96,2259
2019-04-01,동대문구,기타연료,3,39,111,4,157
2019-04-01,동대문구,기타연료,,,7,,7
2019-04-01,동대문구,수소,3,,,,3
2019-04-01,동대문구,엘피지,5260,600,1026,2,6888
2019-04-01,동대문구,엘피지,2410,1,343,,2754
2019-04-01,동대문구,전기,110,,2,,112
2019-04-01,동대문구,전기,3,,,,3
2019-04-01,동대문구,하이브리드(LPG+전기),65,,,,65
2019-04-01,동대문구,하이브리드(휘발유+전기),1761,,,,1761
2019-04-01,동대문구,하이브리드(휘발유+전기),41,,,,41
2019-04-01,동대문구,휘발유,19453,8,41,,19502
2019-04-01,동대문구,휘발유,135,,,,135
2019-04-01,동대문구,휘발유(무연),27693,28,29,,27750
2019-04-01,동대문구,휘발유(무연),170,,,,170
2019-04-01,동대문구,휘발유(유연),38,,,,38
2019-04-01,중랑구,CNG,20,2,11,,33
2019-04-01,중랑구,CNG,1,360,,,361
2019-04-01,중랑구,경유,26850,3418,11413,88,41769
2019-04-01,중랑구,경유,225,200,2353,317,3095
2019-04-01,중랑구,기타연료,2,42,83,5,132
2019-04-01,중랑구,기타연료,,,17,,17
2019-04-01,중랑구,수소,2,,,,2
2019-04-01,중랑구,엘피지,7129,766,1135,,9030
2019-04-01,중랑구,엘피지,5387,2,362,,5751
2019-04-01,중랑구,전기,137,,,,137
2019-04-01,중랑구,전기,3,,,,3
2019-04-01,중랑구,하이브리드(LPG+전기),67,,,,67
2019-04-01,중랑구,하이브리드(경유+전기),1,,,,1
2019-04-01,중랑구,하이브리드(휘발유+전기),1680,,,,1680
2019-04-01,중랑구,하이브리드(휘발유+전기),7,,,,7
2019-04-01,중랑구,휘발유,19735,10,38,,19783
2019-04-01,중랑구,휘발유,23,,,,23
2019-04-01,중랑구,휘발유(무연),31218,17,32,1,31268
2019-04-01,중랑구,휘발유(무연),399,,,,399
2019-04-01,중랑구,휘발유(유연),26,,,,26
2019-04-01,성북구,CNG,19,2,7,,28
2019-04-01,성북구,CNG,,762,,,762
2019-04-01,성북구,경유,29516,3329,8458,66,41369
2019-04-01,성북구,경유,60,379,1321,98,1858
2019-04-01,성북구,기타연료,3,41,133,2,179
2019-04-01,성북구,기타연료,,,4,,4
2019-04-01,성북구,수소,3,,,,3
2019-04-01,성북구,엘피지,6265,635,820,,7720
2019-04-01,성북구,엘피지,2486,2,301,,2789
2019-04-01,성북구,전기,161,,,,161
2019-04-01,성북구,전기,6,19,,,25
2019-04-01,성북구,하이브리드(CNG+전기),,3,,,3
2019-04-01,성북구,하이브리드(LPG+전기),60,,,,60
2019-04-01,성북구,하이브리드(휘발유+전기),2528,,,,2528
2019-04-01,성북구,하이브리드(휘발유+전기),1,,,,1
2019-04-01,성북구,휘발유,24642,15,32,,24689
2019-04-01,성북구,휘발유,4,,,,4
2019-04-01,성북구,휘발유(무연),35472,19,16,,35507
2019-04-01,성북구,휘발유(무연),37,,,,37
2019-04-01,성북구,휘발유(유연),40,,,,40
2019-04-01,강북구,CNG,13,1,8,,22
2019-04-01,강북구,CNG,,677,1,,678
2019-04-01,강북구,경유,18348,2541,7155,57,28101
2019-04-01,강북구,경유,26,63,1028,101,1218
2019-04-01,강북구,기타연료,1,14,60,1,76
2019-04-01,강북구,기타연료,,,1,,1
2019-04-01,강북구,수소,2,,,,2
2019-04-01,강북구,엘피지,5216,621,780,,6617
2019-04-01,강북구,엘피지,2511,,222,,2733
2019-04-01,강북구,전기,89,,,,89
2019-04-01,강북구,전기,6,,,,6
2019-04-01,강북구,하이브리드(LPG+전기),50,,,,50
2019-04-01,강북구,하이브리드(경유+전기),1,,,,1
2019-04-01,강북구,하이브리드(휘발유+전기),1183,,,,1183
2019-04-01,강북구,하이브리드(휘발유+전기),2,,,,2
2019-04-01,강북구,휘발유,13713,11,22,1,13747
2019-04-01,강북구,휘발유,4,,,,4
2019-04-01,강북구,휘발유(무연),22195,15,8,,22218
2019-04-01,강북구,휘발유(무연),77,,,,77
2019-04-01,강북구,휘발유(유연),24,,,,24
2019-04-01,도봉구,CNG,18,2,4,,24
2019-04-01,도봉구,CNG,1,340,,,341
2019-04-01,도봉구,경유,22546,2741,8246,74,33607
2019-04-01,도봉구,경유,63,90,1510,155,1818
2019-04-01,도봉구,기타연료,1,44,83,,128
2019-04-01,도봉구,기타연료,,,8,,8
2019-04-01,도봉구,수소,2,,,,2
2019-04-01,도봉구,엘피지,6118,609,804,1,7532
2019-04-01,도봉구,엘피지,4955,3,302,,5260
2019-04-01,도봉구,전기,111,,,,111
2019-04-01,도봉구,전기,17,,,,17
2019-04-01,도봉구,하이브리드(CNG+전기),,8,,,8
2019-04-01,도봉구,하이브리드(LPG+전기),63,,,,63
2019-04-01,도봉구,하이브리드(휘발유+전기),1641,,,,1641
2019-04-01,도봉구,하이브리드(휘발유+전기),4,,,,4
2019-04-01,도봉구,휘발유,17798,8,23,,17829
2019-04-01,도봉구,휘발유,53,,,,53
2019-04-01,도봉구,휘발유(무연),28496,15,18,,28529
2019-04-01,도봉구,휘발유(무연),83,,,,83
2019-04-01,도봉구,휘발유(유연),36,,,,36
2019-04-01,노원구,CNG,35,4,7,,46
2019-04-01,노원구,CNG,,592,1,,593
2019-04-01,노원구,경유,36442,3889,10240,81,50652
2019-04-01,노원구,경유,92,266,1649,266,2273
2019-04-01,노원구,기타연료,2,65,135,1,203
2019-04-01,노원구,기타연료,,,14,,14
2019-04-01,노원구,수소,1,,,,1
2019-04-01,노원구,엘피지,10377,804,1009,1,12191
2019-04-01,노원구,엘피지,5778,5,342,,6125
2019-04-01,노원구,전기,175,1,,,176
2019-04-01,노원구,전기,8,,,,8
2019-04-01,노원구,하이브리드(CNG+전기),,31,,,31
2019-04-01,노원구,하이브리드(LPG+전기),109,,,,109
2019-04-01,노원구,하이브리드(경유+전기),3,,,,3
2019-04-01,노원구,하이브리드(휘발유+전기),3042,,,,3042
2019-04-01,노원구,하이브리드(휘발유+전기),3,,,,3
2019-04-01,노원구,휘발유,30019,5,39,,30063
2019-04-01,노원구,휘발유,45,,,,45
2019-04-01,노원구,휘발유(무연),47277,24,16,,47317
2019-04-01,노원구,휘발유(무연),152,,,,152
2019-04-01,노원구,휘발유(유연),50,,,,50
2019-04-01,은평구,CNG,14,2,12,,28
2019-04-01,은평구,CNG,3,719,,,722
2019-04-01,은평구,경유,30602,3599,10320,76,44597
2019-04-01,은평구,경유,61,58,1675,183,1977
2019-04-01,은평구,기타연료,2,42,107,4,155
2019-04-01,은평구,기타연료,,,1,,1
2019-04-01,은평구,수소,6,,,,6
2019-04-01,은평구,엘피지,7757,813,937,,9507
2019-04-01,은평구,엘피지,4074,,251,,4325
2019-04-01,은평구,전기,161,,,1,162
2019-04-01,은평구,전기,1,,,,1
2019-04-01,은평구,하이브리드(CNG+전기),,1,,,1
2019-04-01,은평구,하이브리드(LPG+전기),107,,,,107
2019-04-01,은평구,하이브리드(휘발유+전기),2568,,,,2568
2019-04-01,은평구,하이브리드(휘발유+전기),2,,,,2
2019-04-01,은평구,휘발유,26440,12,40,,26492
2019-04-01,은평구,휘발유,5,,1,,6
2019-04-01,은평구,휘발유(무연),39674,24,25,,39723
2019-04-01,은평구,휘발유(무연),69,,,,69
2019-04-01,은평구,휘발유(유연),37,,,,37
2019-04-01,서대문구,CNG,15,10,14,,39
2019-04-01,서대문구,CNG,2,281,,,283
2019-04-01,서대문구,경유,20246,2466,6073,75,28860
2019-04-01,서대문구,경유,225,153,1677,238,2293
2019-04-01,서대문구,기타연료,2,40,67,1,110
2019-04-01,서대문구,기타연료,,,42,,42
2019-04-01,서대문구,수소,5,,,,5
2019-04-01,서대문구,엘피지,4443,422,568,1,5434
2019-04-01,서대문구,엘피지,2820,5,132,,2957
2019-04-01,서대문구,전기,134,,,,134
2019-04-01,서대문구,전기,11,,,,11
2019-04-01,서대문구,하이브리드(CNG+전기),,2,,,2
2019-04-01,서대문구,하이브리드(LPG+전기),57,,,,57
2019-04-01,서대문구,하이브리드(경유+전기),1,,,,1
2019-04-01,서대문구,하이브리드(휘발유+전기),2000,,,,2000
2019-04-01,서대문구,하이브리드(휘발유+전기),6,,,,6
2019-04-01,서대문구,휘발유,18737,14,32,,18783
2019-04-01,서대문구,휘발유,25,2,,,27
2019-04-01,서대문구,휘발유(무연),26203,11,22,,26236
2019-04-01,서대문구,휘발유(무연),307,,,,307
2019-04-01,서대문구,휘발유(유연),34,,,,34
2019-04-01,마포구,CNG,25,2,28,,55
2019-04-01,마포구,CNG,,290,1,,291
2019-04-01,마포구,경유,27739,2843,8950,115,39647
2019-04-01,마포구,경유,586,436,1878,120,3020
2019-04-01,마포구,기타연료,2,46,122,8,178
2019-04-01,마포구,기타연료,,,50,,50
2019-04-01,마포구,수소,6,,,,6
2019-04-01,마포구,엘피지,4965,626,872,,6463
2019-04-01,마포구,엘피지,2652,1,136,,2789
2019-04-01,마포구,전기,227,,,,227
2019-04-01,마포구,전기,8,,,,8
2019-04-01,마포구,하이브리드(LPG+전기),67,,,,67
2019-04-01,마포구,하이브리드(휘발유+전기),2972,,,,2972
2019-04-01,마포구,하이브리드(휘발유+전기),15,,,,15
2019-04-01,마포구,휘발유,26762,20,58,2,26842
2019-04-01,마포구,휘발유,45,,,,45
2019-04-01,마포구,휘발유(무연),34158,23,41,,34222
2019-04-01,마포구,휘발유(무연),730,,,,730
2019-04-01,마포구,휘발유(유연),38,,,,38
2019-04-01,양천구,CNG,21,2,18,,41
2019-04-01,양천구,CNG,,642,,,642
2019-04-01,양천구,경유,34791,3534,11641,137,50103
2019-04-01,양천구,경유,64,140,2470,415,3089
2019-04-01,양천구,기타연료,2,49,146,3,200
2019-04-01,양천구,기타연료,,,44,,44
2019-04-01,양천구,수소,2,,,,2
2019-04-01,양천구,수소,1,,,,1
2019-04-01,양천구,엘피지,8197,761,1005,1,9964
2019-04-01,양천구,엘피지,4499,5,210,,4714
2019-04-01,양천구,전기,192,,1,,193
2019-04-01,양천구,전기,27,,1,,28
2019-04-01,양천구,하이브리드(LPG+전기),93,,,,93
2019-04-01,양천구,하이브리드(경유+전기),2,,,,2
2019-04-01,양천구,하이브리드(휘발유+전기),3310,,,,3310
2019-04-01,양천구,하이브리드(휘발유+전기),2,,,,2
2019-04-01,양천구,휘발유,33266,14,37,,33317
2019-04-01,양천구,휘발유,12,,,,12
2019-04-01,양천구,휘발유(무연),44395,20,36,,44451
2019-04-01,양천구,휘발유(무연),84,,,,84
2019-04-01,양천구,휘발유(유연),37,,,,37
2019-04-01,강서구,CNG,42,6,13,,61
2019-04-01,강서구,CNG,3,390,,,393
2019-04-01,강서구,경유,46486,5076,16286,148,67996
2019-04-01,강서구,경유,928,1082,3246,267,5523
2019-04-01,강서구,기타연료,4,65,186,3,258
2019-04-01,강서구,기타연료,,,27,,27
2019-04-01,강서구,수소,4,,,,4
2019-04-01,강서구,엘피지,11767,1014,1459,1,14241
2019-04-01,강서구,엘피지,8029,19,303,2,8353
2019-04-01,강서구,전기,213,,1,,214
2019-04-01,강서구,전기,73,,,,73
2019-04-01,강서구,하이브리드(LPG+전기),118,,,,118
2019-04-01,강서구,하이브리드(경유+전기),1,,,,1
2019-04-01,강서구,하이브리드(휘발유+전기),4200,,,,4200
2019-04-01,강서구,하이브리드(휘발유+전기),2880,,,,2880
2019-04-01,강서구,휘발유,39807,23,51,,39881
2019-04-01,강서구,휘발유,113,2,,,115
2019-04-01,강서구,휘발유(무연),58244,31,36,1,58312
2019-04-01,강서구,휘발유(무연),705,1,,,706
2019-04-01,강서구,휘발유(유연),81,,,,81
2019-04-01,구로구,CNG,31,3,9,,43
2019-04-01,구로구,CNG,1,346,,,347
2019-04-01,구로구,경유,33764,4868,13735,161,52528
2019-04-01,구로구,경유,1678,343,2443,198,4662
2019-04-01,구로구,기타연료,,39,158,4,201
2019-04-01,구로구,기타연료,,,28,,28
2019-04-01,구로구,수소,4,,,,4
2019-04-01,구로구,엘피지,7633,682,949,1,9265
2019-04-01,구로구,엘피지,5718,7,260,,5985
2019-04-01,구로구,전기,145,,1,,146
2019-04-01,구로구,전기,34,,,,34
2019-04-01,구로구,하이브리드(LPG+전기),106,,,,106
2019-04-01,구로구,하이브리드(휘발유+전기),2638,,,,2638
2019-04-01,구로구,하이브리드(휘발유+전기),165,,,,165
2019-04-01,구로구,휘발유,25732,15,43,,25790
2019-04-01,구로구,휘발유,273,,,,273
2019-04-01,구로구,휘발유(무연),39160,18,27,,39205
2019-04-01,구로구,휘발유(무연),2933,,,,2933
2019-04-01,구로구,휘발유(유연),44,,,,44
2019-04-01,구로구,휘발유(유연),4,,,,4
2019-04-01,금천구,CNG,19,2,6,,27
2019-04-01,금천구,CNG,,393,,,393
2019-04-01,금천구,경유,21308,3359,10367,70,35104
2019-04-01,금천구,경유,215,101,2067,85,2468
2019-04-01,금천구,기타연료,1,30,67,2,100
2019-04-01,금천구,기타연료,,,35,,35
2019-04-01,금천구,수소,1,,,,1
2019-04-01,금천구,엘피지,4307,488,726,1,5522
2019-04-01,금천구,엘피지,2526,3,176,,2705
2019-04-01,금천구,전기,108,,4,,112
2019-04-01,금천구,전기,29,,,,29
2019-04-01,금천구,하이브리드(LPG+전기),59,,,,59
2019-04-01,금천구,하이브리드(LPG+전기),3,,,,3
2019-04-01,금천구,하이브리드(경유+전기),,1,,,1
2019-04-01,금천구,하이브리드(휘발유+전기),1473,,,,1473
2019-04-01,금천구,하이브리드(휘발유+전기),25,,,,25
2019-04-01,금천구,휘발유,14579,9,36,1,14625
2019-04-01,금천구,휘발유,11,,,,11
2019-04-01,금천구,휘발유(무연),24488,9,14,,24511
2019-04-01,금천구,휘발유(무연),201,1,,,202
2019-04-01,금천구,휘발유(유연),40,,,,40
2019-04-01,금천구,휘발유(유연),1,,,,1
2019-04-01,영등포구,CNG,10,3,23,,36
2019-04-01,영등포구,CNG,1,84,,,85
2019-04-01,영등포구,경유,33690,4353,14088,540,52671
2019-04-01,영등포구,경유,357,163,3753,627,4900
2019-04-01,영등포구,기타연료,4,42,133,3,182
2019-04-01,영등포구,기타연료,,,209,2,211
2019-04-01,영등포구,수소,6,,,,6
2019-04-01,영등포구,엘피지,5982,618,999,5,7604
2019-04-01,영등포구,엘피지,2669,1,270,1,2941
2019-04-01,영등포구,전기,384,,,,384
2019-04-01,영등포구,전기,330,,,,330
2019-04-01,영등포구,하이브리드(LPG+전기),80,,,,80
2019-04-01,영등포구,하이브리드(LPG+전기),11,,,,11
2019-04-01,영등포구,하이브리드(휘발유+전기),3303,,,,3303
2019-04-01,영등포구,하이브리드(휘발유+전기),293,,,,293
2019-04-01,영등포구,휘발유,29217,18,58,,29293
2019-04-01,영등포구,휘발유,37,,,,37
2019-04-01,영등포구,휘발유(무연),39793,24,37,,39854
2019-04-01,영등포구,휘발유(무연),443,,,,443
2019-04-01,영등포구,휘발유(유연),68,,,,68
2019-04-01,영등포구,휘발유(유연),1,,,,1
2019-04-01,동작구,CNG,16,,6,,22
2019-04-01,동작구,CNG,,57,,,57
2019-04-01,동작구,경유,25645,2660,6966,90,35361
2019-04-01,동작구,경유,32,76,993,289,1390
2019-04-01,동작구,기타연료,2,33,68,2,105
2019-04-01,동작구,기타연료,,,5,,5
2019-04-01,동작구,수소,3,,,,3
2019-04-01,동작구,엘피지,5643,514,661,,6818
2019-04-01,동작구,엘피지,1151,,138,,1289
2019-04-01,동작구,전기,174,,2,,176
2019-04-01,동작구,전기,6,,,,6
2019-04-01,동작구,하이브리드(LPG+전기),77,,,,77
2019-04-01,동작구,하이브리드(경유+전기),1,,,,1
2019-04-01,동작구,하이브리드(휘발유+전기),2831,,,,2831
2019-04-01,동작구,하이브리드(휘발유+전기),3,,,,3
2019-04-01,동작구,휘발유,24511,15,23,,24549
2019-04-01,동작구,휘발유,5,,,,5
2019-04-01,동작구,휘발유(무연),33446,12,20,,33478
2019-04-01,동작구,휘발유(무연),39,,,,39
2019-04-01,동작구,휘발유(유연),39,,,,39
2019-04-01,관악구,CNG,23,10,10,1,44
2019-04-01,관악구,CNG,3,241,,,244
2019-04-01,관악구,경유,28792,3672,9467,79,42010
2019-04-01,관악구,경유,152,44,1726,178,2100
2019-04-01,관악구,기타연료,,29,96,2,127
2019-04-01,관악구,기타연료,,,10,,10
2019-04-01,관악구,수소,2,,,,2
2019-04-01,관악구,엘피지,7161,720,947,,8828
2019-04-01,관악구,엘피지,2829,1,275,,3105
2019-04-01,관악구,전기,162,,,,162
2019-04-01,관악구,전기,2,,,,2
2019-04-01,관악구,하이브리드(LPG+전기),111,,,,111
2019-04-01,관악구,하이브리드(경유+전기),1,,,,1
2019-04-01,관악구,하이브리드(휘발유+전기),2562,,,,2562
2019-04-01,관악구,하이브리드(휘발유+전기),8,,,,8
2019-04-01,관악구,휘발유,24297,13,34,,24344
2019-04-01,관악구,휘발유,5,,,,5
2019-04-01,관악구,휘발유(무연),36902,15,30,,36947
2019-04-01,관악구,휘발유(무연),134,,,,134
2019-04-01,관악구,휘발유(유연),51,,,,51
2019-04-01,서초구,CNG,32,3,28,1,64
2019-04-01,서초구,CNG,,488,,,488
2019-04-01,서초구,경유,39143,3492,10822,159,53616
2019-04-01,서초구,경유,2516,290,4874,171,7851
2019-04-01,서초구,기타연료,7,83,193,14,297
2019-04-01,서초구,기타연료,,,85,,85
2019-04-01,서초구,수소,27,,,,27
2019-04-01,서초구,수소,,1,,,1
2019-04-01,서초구,엘피지,4827,634,760,1,6222
2019-04-01,서초구,엘피지,1916,4,145,,2065
2019-04-01,서초구,전기,664,1,,,665
2019-04-01,서초구,전기,58,,,,58
2019-04-01,서초구,하이브리드(LPG+전기),74,,,,74
2019-04-01,서초구,하이브리드(경유+전기),3,,,,3
2019-04-01,서초구,하이브리드(휘발유+전기),6344,,,,6344
2019-04-01,서초구,하이브리드(휘발유+전기),200,,,,200
2019-04-01,서초구,휘발유,50507,51,72,1,50631
2019-04-01,서초구,휘발유,1389,10,,,1399
2019-04-01,서초구,휘발유(무연),50589,32,48,1,50670
2019-04-01,서초구,휘발유(무연),1341,,,,1341
2019-04-01,서초구,휘발유(유연),71,,,,71
2019-04-01,강남구,CNG,46,2,34,,82
2019-04-01,강남구,CNG,1,194,,,195
2019-04-01,강남구,경유,50472,4242,12884,211,67809
2019-04-01,강남구,경유,2494,683,1631,166,4974
2019-04-01,강남구,기타연료,14,95,182,15,306
2019-04-01,강남구,기타연료,,1,296,,297
2019-04-01,강남구,수소,27,,,,27
2019-04-01,강남구,엘피지,6100,872,1019,1,7992
2019-04-01,강남구,엘피지,4276,5,80,,4361
